step,Episode_Metrics/onefoot/best_dwell,Episode_Metrics/onefoot/capture_error,Episode_Metrics/onefoot/clearance,Episode_Metrics/onefoot/com_offset,Episode_Metrics/onefoot/com_speed,Episode_Metrics/onefoot/cross_track,Episode_Metrics/onefoot/diagnostic_valid,Episode_Metrics/onefoot/distance,Episode_Metrics/onefoot/dwell,Episode_Metrics/onefoot/head_speed,Episode_Metrics/onefoot/heading_error,Episode_Metrics/onefoot/injected_speed,Episode_Metrics/onefoot/lateral,Episode_Metrics/onefoot/left_contact,Episode_Metrics/onefoot/left_force,Episode_Metrics/onefoot/left_load,Episode_Metrics/onefoot/phase,Episode_Metrics/onefoot/right_contact,Episode_Metrics/onefoot/right_force,Episode_Metrics/onefoot/single_support,Episode_Metrics/onefoot/speed,Episode_Metrics/onefoot/success,Episode_Metrics/onefoot/success_050,Episode_Metrics/onefoot/success_100,Episode_Metrics/onefoot/success_200,Episode_Metrics/onefoot/support_cop_y_offset,Episode_Metrics/onefoot/support_yaw,Episode_Metrics/onefoot/upright,Episode_Metrics/onefoot/waist_axis_alignment,Episode_Metrics/onefoot/waist_axis_error,Episode_Metrics/onefoot/waist_capture_error,Episode_Metrics/onefoot/waist_foreaft_capture,Episode_Metrics/onefoot/waist_foreaft_error,Episode_Metrics/onefoot/waist_front_load,Episode_Metrics/onefoot/waist_pelvis_offset,Episode_Metrics/onefoot/waist_pitch_deg,Episode_Metrics/onefoot/waist_roll_deg,Episode_Metrics/onefoot/waist_roll_error_deg,Episode_Metrics/onefoot/waist_roll_match,Episode_Metrics/onefoot/waist_roll_speed,Episode_Metrics/onefoot/waist_target_roll_deg,Episode_Reward/action_over_limit,Episode_Reward/curriculum_accelerate,Episode_Reward/curriculum_alignment,Episode_Reward/curriculum_continuous,Episode_Reward/curriculum_hold,Episode_Reward/curriculum_steering,Episode_Reward/curriculum_transfer,Episode_Reward/dynamic_action_rate,Episode_Reward/failure,Episode_Reward/foreaft_balance,Episode_Reward/joint_torques_l2,Episode_Reward/self_collisions,Episode_Reward/waist_support,Episode_Termination/body_ground,Episode_Termination/fell_over,Episode_Termination/nan_state,Episode_Termination/out_of_terrain_bounds,Episode_Termination/replanted_swing,Episode_Termination/stalled_transfer,Episode_Termination/time_out,Loss/entropy,Loss/learning_rate,Loss/surrogate,Loss/value,Perf/collection_time,Perf/learning_time,Perf/total_fps,Policy/mean_std,Train/mean_episode_length,Train/mean_reward
104,0,0.0602745,-0.000635761,0.0589905,0.229129,0.0377875,0,0.564308,0,1.32786,0.168059,0,0.0744583,0.401672,3.60368,0.4821,0.0631568,0.845638,3.53117,0,0.220677,0,0,0,0,0.001307,0.323605,0.959881,0.0612534,0.0607734,0.0616354,0.00675509,0.00418392,0.415597,0.0615638,10.5193,-3.15978,3.37559,0.896552,0.564192,-1.06734,-0.103053,0.548846,-0.00703832,0,4.33603e-08,0.0040144,0.0132433,-0.000567831,-0.333333,-0.0290848,-0.000267853,-0.00573433,0.000908596,16.6667,24.3333,0,0,0,0,0,-14.3882,3.375e-05,0.0035376,0.0520029,1.5072,0.12279,60309,0.0866115,128.67,0.562372
105,0,0.0598915,-0.000675073,0.0587005,0.228568,0.0399361,0,0.562702,0,1.3298,0.169574,0,0.0753694,0.398203,3.6095,0.483256,0.0633789,0.843598,3.52732,0,0.219986,0,0,0,0,0.00122007,0.326437,0.959792,0.0627922,0.0604015,0.0611755,0.00640057,0.00388604,0.421138,0.0612118,10.4768,-3.23799,3.38086,0.895405,0.560581,-1.08798,-0.102446,0.542037,-0.00724398,0,5.88326e-08,0.00399238,0.0145254,-0.000571439,-0.333333,-0.0266464,-0.000270993,-0.00553973,0.0010334,14.0833,19.2917,0,0,0,0,0,-14.3846,5.0625e-05,0.0027599,0.0482083,1.51453,0.124864,59963,0.0866364,128.05,0.362223
106,0,0.0601771,-0.000632997,0.0589228,0.229404,0.0389581,0,0.562642,0,1.31923,0.170689,0,0.074696,0.395868,3.58717,0.481243,0.0607852,0.844257,3.54057,0,0.221174,0,0,0,0,0.0012829,0.325498,0.959666,0.0600294,0.0607374,0.0615929,0.00693297,0.00438588,0.416788,0.06151,10.6666,-3.08026,3.32741,0.899225,0.556022,-1.01725,-0.1041,0.54283,-0.00660779,0,1.71785e-08,0.00364452,0.0137884,-0.00058252,-0.333333,-0.0238126,-0.000267333,-0.00577806,0.00100963,11.0417,16.7083,0,0,0,0,0,-14.3784,0.000113906,0.00300809,0.0569698,1.50832,0.122249,60288,0.0866939,126.95,0.425945
107,0,0.0608343,-0.000404988,0.0592247,0.234584,0.0388607,0,0.569041,0,1.30509,0.171311,0,0.0735245,0.389201,3.59473,0.480277,0.0548933,0.843641,3.51764,0,0.226265,0,0,0,0,0.00140334,0.32464,0.959169,0.0582158,0.061118,0.0623451,0.00816235,0.00565521,0.412182,0.0618582,10.8337,-3.02299,3.39469,0.900212,0.565757,-0.871622,-0.11238,0.5499,-0.00521723,0,0,0.00326411,0.0119322,-0.000628158,-0.333333,-0.0217938,-0.000266347,-0.00704495,0.000787743,12.5,22.625,0,0,0,0,0,-14.3707,1e-05,0.00532882,0.071423,1.49232,0.126441,60727,0.0867159,126.08,0.383632
108,0,0.0607448,-0.00054599,0.0591973,0.230127,0.0399273,0,0.561098,0,1.30185,0.176458,0,0.0750211,0.395951,3.5853,0.479452,0.0578995,0.847467,3.54496,0,0.221752,0,0,0,0,0.00143091,0.328212,0.959554,0.0589701,0.0610784,0.0621879,0.00768788,0.00512198,0.416408,0.0618117,10.8151,-2.91436,3.31259,0.902174,0.559171,-0.947058,-0.10973,0.536674,-0.00617075,0,6.29533e-09,0.0035942,0.0113939,-0.000610754,-0.333333,-0.0229494,-0.000262886,-0.00700147,0.000778286,16.9583,28.5417,0,0,0,0,0,-14.369,3.375e-05,0.00198985,0.0586042,1.47838,0.118481,61560,0.0867272,127.37,0.449746
109,0,0.0602343,-0.00069181,0.0589832,0.229672,0.0372713,0,0.56365,0,1.31482,0.165944,0,0.0739337,0.401121,3.59454,0.480891,0.0616992,0.84807,3.54217,0,0.221008,0,0,0,0,0.00136629,0.323443,0.96014,0.0605822,0.0608528,0.0616478,0.00695,0.00437229,0.41822,0.0616687,10.5853,-3.14226,3.34945,0.896712,0.556998,-1.05158,-0.0974185,0.550857,-0.00698673,0,2.1854e-08,0.00403125,0.013199,-0.000550967,-0.333333,-0.027741,-0.000265349,-0.00551808,0.000874046,17.375,23.7083,0,0,0,0,0,-14.3661,3.375e-05,0.003178,0.0481941,1.49728,0.122222,60700,0.0867497,128.08,0.433198
110,0,0.0598585,-0.000734709,0.058631,0.22731,0.0394565,0,0.559327,0,1.31612,0.172993,0,0.0762258,0.400511,3.58475,0.479906,0.0635485,0.848084,3.54512,0,0.218638,0,0,0,0,0.00130082,0.329425,0.959957,0.0632441,0.0604675,0.061206,0.00685247,0.0042704,0.417571,0.0613147,10.5326,-3.22474,3.37274,0.89666,0.554984,-1.06345,-0.0971845,0.536133,-0.00789969,0,7.34424e-09,0.0038725,0.0130303,-0.000553329,-0.333333,-0.0294915,-0.000266383,-0.0056851,0.000935971,14.125,21.9583,0,0,0,0,0,-14.3611,7.59375e-05,0.00327452,0.0442926,1.47705,0.118954,61593,0.0867907,128.89,0.423644
111,0,0.0598661,-0.000653368,0.0586779,0.229148,0.0395384,0,0.563162,0,1.32526,0.168837,0,0.0754264,0.394082,3.59547,0.481656,0.0626232,0.84489,3.53372,0,0.220657,0,0,0,0,0.00136877,0.327173,0.959492,0.0630527,0.0605121,0.0613143,0.00707119,0.00460219,0.419206,0.0613664,10.6512,-3.23281,3.37886,0.895772,0.55383,-1.07041,-0.0999544,0.541089,-0.00716374,0,1.55692e-08,0.0037041,0.0140444,-0.000576353,-0.333333,-0.0279661,-0.00027018,-0.00622867,0.00102651,12.375,16.9583,0,0,0,0.0416667,0,-14.3518,7.59375e-05,0.00424581,0.0551492,1.47881,0.122293,61397,0.0868611,128.37,0.593947
112,0,0.0607288,-0.000378208,0.0591214,0.233669,0.0382328,0,0.567796,0,1.30584,0.17236,0,0.0736642,0.3883,3.59247,0.480286,0.0561165,0.841129,3.507,0,0.225403,0,0,0,0,0.00138658,0.325088,0.958988,0.0607085,0.0610049,0.0622196,0.00750442,0.00502419,0.411984,0.0617055,10.7678,-3.06716,3.4265,0.898374,0.569745,-0.889317,-0.112168,0.544712,-0.00542304,0,4.31904e-07,0.00319809,0.0114121,-0.00064213,-0.333333,-0.0233391,-0.000267426,-0.00739634,0.000789917,13.5,20.625,0,0,0,0,0,-14.3412,1e-05,0.00206776,0.0713242,1.50613,0.120426,60436,0.0869044,126.49,0.291397
113,0,0.0607842,-0.000501979,0.0591904,0.23216,0.0389199,0,0.564453,0,1.29789,0.173511,0,0.074388,0.392075,3.57866,0.47873,0.0563079,0.846328,3.52787,0,0.223783,0,0,0,0,0.00143672,0.328727,0.95917,0.0581568,0.0611458,0.0622819,0.00800635,0.00539763,0.414512,0.0618735,10.8394,-2.98158,3.3889,0.900449,0.561575,-0.894256,-0.112291,0.543194,-0.00605286,0,0,0.00342422,0.0109287,-0.000626291,-0.333333,-0.0241817,-0.000262842,-0.00768102,0.000694048,14.9583,26.2083,0,0,0,0,0,-14.337,1e-05,0.00274862,0.0658769,1.49459,0.121752,60818,0.0869287,128.6,0.367743
114,0,0.0603077,-0.000634914,0.0588984,0.229532,0.0384888,0,0.562214,0,1.30473,0.169797,0,0.0745318,0.399266,3.58672,0.480223,0.0606369,0.848372,3.5422,0,0.220973,0,0,0,0,0.00139661,0.328417,0.959786,0.0605597,0.0607958,0.0617428,0.00788172,0.00525775,0.420922,0.0616118,10.6976,-3.16388,3.35437,0.898739,0.556535,-0.989331,-0.101418,0.544455,-0.00719414,0,0,0.00378137,0.0124564,-0.000575173,-0.333333,-0.0263044,-0.000264098,-0.00610742,0.000857556,15.7917,25.375,0,0,0,0,0,-14.3336,7.59375e-05,0.00172427,0.0532343,1.49828,0.120177,60739,0.0869615,128.51,0.589005
115,0,0.0601107,-0.00067039,0.0588566,0.227495,0.0377934,0,0.558631,0,1.31232,0.166901,0,0.0754222,0.400139,3.58892,0.480959,0.0620149,0.847785,3.53055,0,0.218778,0,0,0,0,0.00134712,0.325423,0.959721,0.0609964,0.0607728,0.0615301,0.00765161,0.00504308,0.417648,0.0616478,10.5163,-3.30469,3.45965,0.89412,0.558085,-1.01651,-0.0966567,0.546484,-0.00728385,0,0,0.00399304,0.0129062,-0.000566858,-0.333333,-0.0298615,-0.000264403,-0.00532246,0.000814859,14.9167,22.0833,0,0,0,0,0,-14.3228,0.000113906,0.0016869,0.0488029,1.52407,0.122128,59715,0.087055,128.27,0.400599
116,0,0.0600084,-0.000680012,0.0588482,0.228656,0.0389122,0,0.561802,0,1.30835,0.166895,0,0.0736158,0.399754,3.60269,0.482396,0.0625807,0.846514,3.5254,0,0.220122,0,0,0,0,0.00130573,0.323769,0.959771,0.0622802,0.06062,0.0613886,0.00672329,0.0042496,0.417416,0.0614495,10.5803,-3.23042,3.36348,0.895941,0.551726,-1.08186,-0.099016,0.545757,-0.00682317,0,0,0.00400362,0.0141771,-0.000562017,-0.333333,-0.0283912,-0.000269067,-0.00618374,0.00100077,14.1667,17.3333,0,0,0,0.0416667,0,-14.3108,2.25e-05,0.00402824,0.0647874,1.50089,0.121027,60609,0.0870939,127.84,0.417152
117,0,0.0606719,-0.000423601,0.0591341,0.232998,0.0380069,0,0.567948,0,1.31207,0.169664,0,0.0734989,0.389246,3.59922,0.480446,0.0579183,0.842318,3.51651,0,0.22469,0,0,0,0,0.00131661,0.326234,0.958878,0.0593605,0.0609762,0.0621432,0.00713131,0.00470917,0.41299,0.0616772,10.7165,-3.12924,3.43002,0.897887,0.56786,-0.930701,-0.118437,0.550913,-0.00597438,0,5.26441e-09,0.00333687,0.0117885,-0.000677683,-0.333333,-0.0239992,-0.000268519,-0.0073753,0.000817583,12.9583,21.2917,0,0,0,0,0,-14.3063,2.25e-05,0.00543011,0.0698723,1.5192,0.120669,59946,0.0871212,126.82,0.507642
118,0,0.0608338,-0.000470652,0.0592781,0.23306,0.0373685,0,0.564843,0,1.30072,0.167949,0,0.0730309,0.386619,3.57652,0.478081,0.0548614,0.845295,3.53544,0,0.224601,0,0,0,0,0.00147907,0.325111,0.959496,0.0570664,0.0612422,0.0623999,0.00811421,0.00555178,0.412344,0.0619652,10.7754,-3.02439,3.35086,0.901274,0.559918,-0.875846,-0.104147,0.549435,-0.00506904,0,0,0.00322906,0.0111092,-0.000600917,-0.333333,-0.0224251,-0.000265124,-0.00662033,0.000689419,14.4583,24.4167,0,0,0,0,0,-14.302,7.59375e-05,0.00386128,0.0612714,1.50611,0.122365,60365,0.0871599,125.96,0.529537
119,0.000107527,0.0605135,-0.000639667,0.0591542,0.230112,0.037923,0,0.560703,1.6292e-06,1.2922,0.169389,0,0.0738547,0.39896,3.58445,0.479664,0.0579725,0.84874,3.53986,3.25839e-05,0.221373,0,0,0,0,0.00139707,0.323635,0.960143,0.0579107,0.0610199,0.0619397,0.0073801,0.00482255,0.418173,0.0618232,10.7557,-3.05309,3.3363,0.899617,0.554311,-0.973577,-0.0987367,0.545615,-0.00600935,1.3172e-05,3.75462e-06,0.00379681,0.0121863,-0.000569908,-0.333333,-0.0234442,-0.00026056,-0.00588442,0.000784078,16.8333,24.4167,0,0,0,0,0,-14.2965,3.375e-05,0.00455698,0.0531643,1.50479,0.1211,60461,0.0871793,127.13,0.46403
120,0,0.0600141,-0.000707611,0.0587726,0.227019,0.0378746,0,0.555888,0,1.30049,0.168314,0,0.0745889,0.40137,3.60099,0.482453,0.0609503,0.847269,3.53194,0,0.218054,0,0,0,0,0.00141523,0.328765,0.959596,0.0607158,0.0607409,0.0614476,0.00809719,0.00547769,0.418029,0.0616688,10.7058,-3.26594,3.40696,0.895527,0.552066,-1.00582,-0.0966938,0.544557,-0.006968,0,0,0.00398508,0.0133887,-0.000564933,-0.333333,-0.0269097,-0.000262953,-0.00492247,0.000821725,15.25,22.1667,0,0,0,0,0,-14.2914,7.59375e-05,0.00249439,0.0484913,1.47261,0.12086,61691,0.0872329,129.48,0.597345
121,0,0.0599834,-0.000693277,0.0587523,0.227636,0.0373189,0,0.560043,0,1.31403,0.166224,0,0.0746276,0.401815,3.60765,0.484265,0.0633676,0.846644,3.53228,0,0.218976,0,0,0,0,0.00130602,0.324913,0.959838,0.0621384,0.0606342,0.0613407,0.00647595,0.00398872,0.421522,0.0614538,10.525,-3.2726,3.4524,0.894456,0.561414,-1.04523,-0.0953064,0.551021,-0.0080163,0,0,0.0041557,0.014022,-0.000554332,-0.333333,-0.0280697,-0.000267703,-0.00579874,0.000970453,14.625,19.875,0,0,0,0.0416667,0,-14.2783,7.59375e-05,0.00344605,0.0487314,1.51168,0.119802,60254,0.0873294,128.32,0.632147
122,0,0.0605131,-0.000425946,0.0590121,0.232709,0.0384614,0,0.566859,0,1.30102,0.17288,0,0.0740274,0.393741,3.59487,0.482313,0.0577911,0.840191,3.50431,0,0.224359,0,0,0,0,0.00127735,0.324923,0.959192,0.0602524,0.060802,0.0619145,0.00659592,0.00414612,0.411682,0.061496,10.5868,-3.17742,3.47827,0.897137,0.575242,-0.92851,-0.102622,0.544249,-0.00588858,0,6.90194e-10,0.00336339,0.012489,-0.00059644,-0.333333,-0.0233571,-0.000266665,-0.00721836,0.00077922,13.3333,20.6667,0,0,0,0,0,-14.2669,3.375e-05,0.00405638,0.0606491,1.49388,0.122178,60829,0.0873714,126.93,0.504001
123,0,0.0606209,-0.00043953,0.0590991,0.232789,0.0397262,0,0.567038,0,1.29559,0.171047,0,0.0736042,0.388642,3.59806,0.479775,0.0576665,0.846002,3.52942,0,0.224566,0,0,0,0,0.00136939,0.326809,0.958622,0.0612464,0.0609033,0.0621044,0.00783934,0.0053435,0.415052,0.0616438,10.8031,-3.1181,3.45367,0.897761,0.569082,-0.937051,-0.105363,0.544438,-0.00601374,0,9.82325e-07,0.00346196,0.0123754,-0.000597423,-0.333333,-0.0255753,-0.000264445,-0.0076279,0.000902053,14,22.9583,0,0,0,0.0833333,0,-14.2623,3.375e-05,0.0029471,0.0594659,1.47987,0.121239,61397,0.0873936,126.43,0.468372
124,0,0.060275,-0.000597971,0.0589611,0.229824,0.039394,0,0.560818,0,1.29799,0.172397,0,0.0745773,0.396329,3.59193,0.480502,0.0584544,0.846009,3.52753,0,0.221247,0,0,0,0,0.00143519,0.328116,0.959253,0.0603296,0.0609448,0.0617884,0.00821043,0.00562173,0.416951,0.0617879,10.8059,-3.10566,3.41011,0.896732,0.556653,-0.96425,-0.101888,0.539543,-0.0061698,0,1.7886e-08,0.00368297,0.0119733,-0.000582546,-0.333333,-0.0253864,-0.000263928,-0.00593466,0.00081287,15.3333,23.0417,0,0,0,0,0,-14.2585,7.59375e-05,0.00273702,0.0582541,1.51146,0.120138,60250,0.0874297,128.38,0.491548
125,0,0.060078,-0.000710792,0.0587813,0.226336,0.0391924,0,0.556253,0,1.29763,0.17002,0,0.0750537,0.400336,3.595,0.482357,0.0626327,0.847552,3.5249,0,0.217721,0,0,0,0,0.00142178,0.329251,0.959493,0.0624021,0.0607314,0.0615195,0.00758304,0.00508782,0.420268,0.0616159,10.6819,-3.21641,3.39818,0.896267,0.555233,-1.03327,-0.0986629,0.539547,-0.00773184,0,7.64094e-07,0.00395503,0.0139949,-0.000568949,-0.333333,-0.0282396,-0.000263349,-0.00647649,0.00101723,16.2083,23.0833,0,0,0,0.0416667,0,-14.2526,5.0625e-05,0.00422865,0.0495544,1.48815,0.119206,61158,0.0874585,128.69,0.54355
126,0,0.0600674,-0.00075742,0.0589313,0.22701,0.0373345,0,0.556819,0,1.29582,0.1656,0,0.0735684,0.404034,3.59989,0.482194,0.0618201,0.849643,3.53701,0,0.218275,0,0,0,0,0.00134833,0.325644,0.960118,0.0613436,0.060773,0.0614413,0.00705796,0.00449529,0.419746,0.0616574,10.6435,-3.17368,3.30072,0.897695,0.547239,-1.071,-0.0929828,0.54722,-0.00710283,0,7.65321e-10,0.00407335,0.0139596,-0.000550441,-0.333333,-0.0252368,-0.000262058,-0.00509193,0.00099256,15.5417,19.3333,0,0,0,0.0833333,0,-14.247,0.000113906,0.00286729,0.0478098,1.50276,0.120876,60545,0.0875046,129.18,0.591882
127,0,0.060478,-0.000438372,0.0589771,0.231845,0.0387589,0,0.565342,0,1.301,0.171234,0,0.0735143,0.392645,3.60979,0.482633,0.0583913,0.842566,3.50658,0,0.223454,0,0,0,0,0.00134672,0.32259,0.959211,0.0599709,0.0608786,0.0619714,0.00699657,0.00459377,0.413446,0.061628,10.6461,-3.2206,3.44875,0.896669,0.566869,-0.940428,-0.106168,0.54451,-0.00580655,0,0,0.00343979,0.0125262,-0.000614035,-0.333333,-0.0220883,-0.000266957,-0.00725359,0.000826776,14.8333,21.5833,0,0,0,0.0416667,0,-14.2403,3.375e-05,0.00198134,0.0602112,1.46892,0.123053,61749,0.0875311,126.18,0.478399
128,0,0.0608116,-0.00041638,0.0591413,0.232106,0.0374327,0,0.56347,0,1.29603,0.170906,0,0.0744345,0.386989,3.59342,0.480304,0.0557496,0.844248,3.51898,0,0.223676,0,0,0,0,0.00141299,0.327969,0.958925,0.0584893,0.0611112,0.0623224,0.00791674,0.00537023,0.411041,0.0618521,10.6789,-3.19438,3.51593,0.896541,0.570283,-0.84302,-0.109193,0.548321,-0.00581897,0,0,0.00322785,0.0111018,-0.0006213,-0.333333,-0.0237538,-0.0002642,-0.00736233,0.000675318,13.125,22.625,0,0,0,0,0,-14.2369,2.25e-05,0.00173564,0.0623527,1.47643,0.121842,61506,0.0875513,126.72,0.516424
129,0,0.0603781,-0.000596708,0.0590084,0.230746,0.0391818,0,0.562493,0,1.29725,0.170046,0,0.0739507,0.39263,3.59665,0.480835,0.0579758,0.847101,3.53059,0,0.222195,0,0,0,0,0.00146874,0.324094,0.959271,0.0596181,0.0609453,0.0618949,0.00777343,0.00520622,0.415952,0.0617398,10.7671,-3.09979,3.39008,0.8976,0.55504,-0.956857,-0.0958917,0.542007,-0.00597731,0,0,0.00357351,0.0122494,-0.000571232,-0.333333,-0.024269,-0.000264951,-0.00622167,0.000769118,14.75,22.875,0,0,0,0,0,-14.2327,7.59375e-05,0.00217057,0.0536308,1.50154,0.121275,60576,0.0875906,127.55,0.628486
130,0,0.0601755,-0.000715802,0.0589091,0.228851,0.037611,0,0.56064,0,1.29396,0.166975,0,0.0737498,0.399509,3.58534,0.481123,0.0608329,0.847476,3.53924,0,0.220044,0,0,0,0,0.00141138,0.325117,0.959161,0.0605198,0.060824,0.0615581,0.00749289,0.00488139,0.42375,0.0616353,10.874,-3.12031,3.36411,0.898145,0.548613,-1.00876,-0.09532,0.54764,-0.00697913,0,0,0.0040161,0.0131186,-0.000567838,-0.333333,-0.0264911,-0.000260925,-0.00555783,0.000887724,16.4167,23,0,0,0,0,0,-14.2246,1e-05,0.00218617,0.0469916,1.47482,0.126976,61371,0.0876335,128.39,0.560983
131,0,0.0599558,-0.000685589,0.0587957,0.228077,0.0385403,0,0.55963,0,1.29556,0.169036,0,0.0740323,0.402225,3.61536,0.484766,0.0615436,0.845526,3.51839,0,0.219374,0,0,0,0,0.0013916,0.324488,0.959752,0.0622374,0.0606919,0.0613691,0.00693866,0.00441858,0.421535,0.0615822,10.6658,-3.25611,3.40144,0.894294,0.550878,-1.04267,-0.0940036,0.543267,-0.00680752,0,0,0.00405659,0.0143516,-0.000550296,-0.333333,-0.0274174,-0.00026202,-0.00546648,0.00098119,15.0417,19,0,0,0,0,0,-14.2204,1.5e-05,0.00158062,0.0525965,1.46329,0.122513,61990,0.0876571,128.93,0.597542
132,0,0.060421,-0.000601164,0.0590744,0.230535,0.0389735,0,0.562483,0,1.29804,0.172137,0,0.0746675,0.393761,3.60206,0.482465,0.058752,0.84375,3.52288,0,0.221958,0,0,0,0,0.0012996,0.324376,0.959669,0.0584774,0.0609156,0.0617759,0.00724768,0.00471634,0.415028,0.0616966,10.6338,-3.14731,3.4226,0.897199,0.559161,-0.977104,-0.105155,0.542981,-0.00640537,0,0,0.00375255,0.0121219,-0.00060317,-0.333333,-0.0263872,-0.000264718,-0.00628331,0.000741217,15.875,23.4583,0,0,0,0,0,-14.2162,5.0625e-05,0.00269057,0.0593851,1.50591,0.119882,60465,0.0876878,127.25,0.409176
133,0,0.0605483,-0.000515676,0.059116,0.232801,0.0387945,0,0.565821,0,1.29937,0.170587,0,0.0730088,0.388395,3.60222,0.482548,0.0568168,0.843557,3.52021,0,0.224344,0,0,0,0,0.00145665,0.325561,0.959091,0.0584848,0.0610534,0.0620771,0.00711426,0.00459111,0.41446,0.0617736,10.8145,-3.07438,3.38448,0.899068,0.560936,-0.930682,-0.100463,0.54295,-0.00607983,0,1.51398e-08,0.00342619,0.0119248,-0.000598323,-0.333333,-0.023967,-0.000263957,-0.0072818,0.000773421,13.25,21.5,0,0,0,0.0833333,0,-14.2105,7.59375e-05,0.00335685,0.0581426,1.4982,0.121245,60702,0.087727,127.02,0.593625
134,0,0.0603116,-0.000608895,0.0590023,0.230625,0.0393895,0,0.562327,0,1.29448,0.173437,0,0.0734222,0.39351,3.59486,0.481731,0.058193,0.844839,3.51949,0,0.221951,0,0,0,0,0.00140493,0.322376,0.958791,0.0595461,0.0608715,0.0617606,0.00730624,0.00470913,0.417095,0.0616407,10.8865,-3.07482,3.35044,0.898771,0.552793,-0.972434,-0.0938279,0.538228,-0.00580807,0,0,0.00358795,0.0120769,-0.00055262,-0.333333,-0.0244094,-0.000263967,-0.00575876,0.000787466,15.4167,22.25,0,0,0,0,0,-14.2043,5.0625e-05,0.00262622,0.0551445,1.48753,0.119777,61160,0.0877581,127.57,0.545873
135,0,0.0600831,-0.000714225,0.0588778,0.229374,0.0403407,0,0.560272,0,1.29179,0.173792,0,0.0745853,0.398498,3.58828,0.482338,0.0598677,0.848195,3.53421,0,0.220493,0,0,0,0,0.00142759,0.325258,0.959526,0.059255,0.0608205,0.0614834,0.00747432,0.00486634,0.422727,0.0616319,10.8738,-3.06357,3.32429,0.899141,0.549197,-1.01415,-0.092998,0.536664,-0.00654981,0,0,0.003826,0.0128336,-0.000556548,-0.333333,-0.0252066,-0.000261541,-0.00581557,0.000814773,15.2917,20.9167,0,0,0,0,0,-14.1946,5.0625e-05,0.0039737,0.0484306,1.48846,0.123076,61000,0.0878422,128.7,0.539588
136,0,0.0601249,-0.000765775,0.0589775,0.227124,0.0370611,0,0.55779,0,1.29847,0.164925,0,0.0731626,0.40417,3.60523,0.483114,0.0622059,0.850137,3.53458,0,0.218333,0,0,0,0,0.00143802,0.326193,0.959918,0.0598965,0.0609187,0.0615968,0.00807983,0.00549875,0.421949,0.0618637,10.7007,-3.18306,3.35283,0.895861,0.549797,-1.07439,-0.0952813,0.547812,-0.00691336,0,0,0.00428361,0.0140621,-0.000562098,-0.333333,-0.0275909,-0.000262639,-0.00503722,0.000925309,16.375,19.7917,0,0,0,0,0,-14.1839,7.59375e-05,0.00253655,0.0492542,1.489,0.12464,60920,0.0879074,128.37,0.622136
137,0,0.0602953,-0.000620226,0.058978,0.229507,0.0376734,0,0.560559,0,1.29652,0.168709,0,0.074053,0.396415,3.6034,0.482542,0.0592813,0.845798,3.53193,0,0.220904,0,0,0,0,0.0013598,0.324605,0.959586,0.0601464,0.0608451,0.0617073,0.00737396,0.00485592,0.415688,0.0616936,10.6728,-3.1925,3.43367,0.895957,0.564108,-0.985621,-0.100178,0.547841,-0.00614221,0,1.07572e-08,0.00376789,0.0128342,-0.000591749,-0.333333,-0.0230666,-0.000263821,-0.00646323,0.000813795,16,23.2917,0,0,0,0,0,-14.1752,2.25e-05,0.00600061,0.0576568,1.48773,0.121786,61076,0.0879386,127.54,0.610301
138,0,0.0603815,-0.00050086,0.0589322,0.229766,0.0394304,0,0.55853,0,1.28681,0.17592,0,0.0741016,0.391516,3.59453,0.481664,0.0569135,0.843933,3.51915,0,0.221189,0,0,0,0,0.00131411,0.328083,0.959121,0.0603565,0.0607946,0.0617858,0.00700759,0.00454887,0.414272,0.061534,10.7142,-3.13859,3.43167,0.897303,0.563426,-0.909931,-0.105093,0.53513,-0.005834,0,0,0.00349159,0.0119492,-0.000628263,-0.333333,-0.0221521,-0.00026202,-0.00645128,0.000798938,14.3333,21.7917,0,0,0,0,0,-14.1714,1e-05,0.00304512,0.0633972,1.45291,0.121646,62433,0.0879632,127.43,0.347826
139,0,0.0602769,-0.000554335,0.0589117,0.231495,0.0397189,0,0.563242,0,1.29124,0.1728,0,0.0742306,0.390832,3.59972,0.482292,0.0569165,0.843503,3.5132,0,0.222937,0,0,0,0,0.00140594,0.325623,0.958942,0.0598397,0.0608316,0.0617415,0.00768786,0.00514731,0.414519,0.0616282,10.7898,-3.09867,3.38737,0.898005,0.555861,-0.944724,-0.0938292,0.536572,-0.0055579,0,0,0.00349315,0.0121588,-0.000566573,-0.333333,-0.0232678,-0.000262875,-0.00635589,0.000765662,14.0417,21.1667,0,0,0,0,0,-14.1673,7.59375e-05,0.00293854,0.053188,1.49509,0.121289,60817,0.0880066,126.92,0.550574
